NR;MIASTO;ULICA;X;Y;Z;PAR1;PAR2;PAR3;PAR4;PAR5;PAR6
1042;GEEL;OOSTERLOSEWEG;192634,360;200164,173;18,004;11,3;-1,0;3,1;6;37,3;20
1043;GEEL;OOSTERLOSEWEG;192631,065;200149,152;18,060;10,9;0,4;0,1;6;25,1;30
1044;GEEL;OOSTERLOSEWEG;192632,429;200128,723;18,154;10,0;1,6;3,8;5;27,6;15
1045;GEEL;OOSTERLOSEWEG;192617,246;200116,419;18,192;10,6;0,2;2,9;7;27,3;5
1046;GEEL;OOSTERLOSEWEG;192612,069;200091,341;18,225;11,1;1,8;0,3;7;30,3;5
1047;GEEL;OOSTERLOSEWEG;192593,847;200082,496;18,123;10,4;-0,9;3,8;7;31,2;15
1048;GEEL;OOSTERLOSEWEG;192587,585;200060,228;18,166;8,2;0,6;0,7;10;22,9;15
1049;GEEL;OOSTERLOSEWEG;192568,417;200050,293;18,194;10,2;-0,2;0,3;6;35,4;15
1050;GEEL;OOSTERLOSEWEG;192569,036;200036,597;18,225;10,6;-0,8;1,0;9;21,2;10
1051;GEEL;OOSTERLOSEWEG;192544,461;200019,977;18,357;12,9;2,4;0,7;7;21,3;20
1052;GEEL;OOSTERLOSEWEG;192518,198;199991,305;18,281;10,0;2,4;0,8;9;35,5;30
1053;GEEL;OOSTERLOSEWEG;192513,336;199969,198;18,258;12,3;4,0;2,7;7;26,3;15
1054;GEEL;OOSTERLOSEWEG;192488,827;199958,886;18,235;9,1;-3,5;1,2;8;29,0;5
1055;GEEL;OOSTERLOSEWEG;192483,058;199937,253;18,206;11,5;-0,6;1,6;8;29,6;5
1056;GEEL;OOSTERLOSEWEG;192458,437;199930,435;18,186;10,5;1,0;2,5;8;37,0;25
1057;GEEL;OOSTERLOSEWEG;192452,329;199907,499;18,096;10,3;0,7;2,7;8;20,4;15
1058;GEEL;OOSTERLOSEWEG;192427,742;199903,759;17,994;12,5;-3,8;0,1;7;27,0;10
1059;GEEL;OOSTERLOSEWEG;192421,185;199883,792;18,160;10,0;-2,1;0,9;7;38,6;10
1060;GEEL;AMOCOLAAN;194589,390;200385,453;20,378;8,4;-1,9;3,0;10;29,2;25
1061;GEEL;AMOCOLAAN;194556,586;200396,838;20,367;11,1;-0,4;1,7;6;28,3;20
1062;GEEL;AMOCOLAAN;194524,532;200407,909;20,362;8,3;0,8;0,3;9;38,9;25
1063;GEEL;AMOCOLAAN;194491,320;200419,311;20,340;12,4;0,5;3,9;8;32,2;30
1064;GEEL;AMOCOLAAN;194459,560;200430,365;20,383;9,5;-2,2;1,7;10;32,1;30
1065;GEEL;AMOCOLAAN;194426,923;200441,628;20,356;11,0;-3,2;0,3;7;34,0;20
1066;GEEL;AMOCOLAAN;194400,172;200470,118;20,305;12,5;-0,3;3,8;6;22,8;5
1067;GEEL;AMOCOLAAN;194394,953;200452,651;20,354;10,2;-1,0;3,6;6;24,1;10
1068;GEEL;AMOCOLAAN;194359,797;200464,919;20,358;11,8;-1,5;3,7;6;30,3;5
1069;GEEL;AMOCOLAAN;194326,935;200477,243;20,351;9,3;3,7;3,1;8;32,6;15
1070;GEEL;AMOCOLAAN;194293,936;200485,251;20,333;9,7;3,6;3,1;9;21,1;0
1071;GEEL;AMOCOLAAN;194259,972;200497,410;20,358;10,4;-2,9;1,7;9;25,8;30
1072;GEEL;AMOCOLAAN;194227,460;200510,677;20,370;10,2;-0,0;1,9;5;22,0;20
1073;GEEL;AMOCOLAAN;194193,730;200522,344;20,370;12,3;-0,7;1,7;7;35,7;15
1074;GEEL;AMOCOLAAN;194160,538;200533,973;20,350;11,5;2,7;2,7;5;28,7;5
1075;GEEL;AMOCOLAAN;194127,154;200545,544;20,314;8,4;2,9;0,0;7;36,3;15
1076;GEEL;AMOCOLAAN;194093,716;200556,962;20,274;10,6;3,7;0,7;8;23,5;20
1077;GEEL;AMOCOLAAN;194060,275;200568,648;20,230;12,6;-3,5;3,8;6;22,6;10
1078;GEEL;AMOCOLAAN;194027,003;200580,112;20,209;10,6;2,1;3,3;8;28,1;15
1079;GEEL;AMOCOLAAN;193993,594;200591,732;20,163;10,3;3,3;0,9;8;24,9;25
1080;GEEL;AMOCOLAAN;193960,156;200603,254;20,119;10,4;0,2;3,8;7;21,9;20
1081;GEEL;AMOCOLAAN;193926,585;200614,848;20,099;13,0;-1,7;3,9;6;27,7;15
1082;GEEL;AMOCOLAAN;193893,168;200626,405;20,080;9,0;-2,8;2,3;7;20,9;5
1083;GEEL;AMOCOLAAN;193859,904;200637,963;20,041;11,1;-0,2;2,6;8;26,9;15
1084;GEEL;AMOCOLAAN;193826,570;200649,474;20,005;10,8;-0,3;3,9;6;22,9;20
1085;GEEL;AMOCOLAAN;193793,164;200661,026;20,005;9,4;0,3;3,2;8;39,8;30
1086;GEEL;AMOCOLAAN;193759,729;200672,738;19,987;10,8;-2,4;3,0;8;37,7;0
1087;GEEL;AMOCOLAAN;193726,447;200684,100;19,967;9,2;1,3;1,0;8;25,8;30
1088;GEEL;AMOCOLAAN;193692,857;200695,854;19,957;10,5;1,3;2,2;9;21,2;20
1089;GEEL;AMOCOLAAN;193659,892;200707,083;19,915;11,9;0,8;2,9;5;26,3;30
1090;GEEL;AMOCOLAAN;193626,551;200718,728;19,886;12,6;-0,1;2,7;9;25,5;10
1091;GEEL;AMOCOLAAN;193592,951;200730,294;19,858;9,6;1,6;2,7;8;28,9;25
1092;GEEL;AMOCOLAAN;193559,665;200741,856;19,841;9,1;0,6;0,5;6;27,0;20
1093;GEEL;AMOCOLAAN;193526,119;200753,389;19,869;9,4;-1,5;0,2;9;22,5;10
1094;GEEL;AMOCOLAAN;193492,946;200764,924;19,838;11,9;0,0;3,3;8;28,6;25
1095;GEEL;AMOCOLAAN;193459,257;200776,663;19,826;10,2;2,7;2,2;7;26,1;25
1096;GEEL;AMOCOLAAN;193425,721;200788,222;19,784;10,3;3,3;1,7;8;20,7;5
1097;GEEL;AMOCOLAAN;193392,515;200799,678;19,784;9,2;-1,7;1,9;5;34,1;5
1098;GEEL;AMOCOLAAN;193359,333;200811,075;19,737;10,4;-0,7;4,0;10;27,9;20
1099;GEEL;AMOCOLAAN;193325,979;200822,670;19,646;10,9;0,9;2,6;8;33,2;10
1100;GEEL;AMOCOLAAN;193292,824;200834,153;19,600;11,0;2,3;3,2;7;25,4;25
1101;GEEL;AMOCOLAAN;193259,294;200845,870;19,578;8,8;4,0;2,0;6;22,9;30
1102;GEEL;AMOCOLAAN;193225,465;200857,509;19,513;12,4;3,7;1,4;9;36,9;20
1103;GEEL;AMOCOLAAN;193192,893;200868,773;19,550;8,6;-2,7;3,2;10;31,0;15
1104;GEEL;AMOCOLAAN;193158,544;200880,775;19,618;8,9;-2,0;1,7;7;28,3;5
1105;GEEL;AMOCOLAAN;193124,769;200892,617;19,699;11,5;-0,4;2,5;5;26,3;0
1106;GEEL;AMOCOLAAN;193091,272;200904,495;19,848;8,5;2,3;1,0;5;22,1;20
1107;GEEL;AMOCOLAAN;193059,277;200920,334;19,728;12,9;2,6;3,4;8;27,4;15
1108;GEEL;AMOCOLAAN;193028,323;200938,022;19,699;10,5;-2,4;2,1;8;21,9;30
1109;GEEL;AMOCOLAAN;192997,546;200955,536;19,723;11,0;-1,3;1,8;5;30,7;10
1110;GEEL;AMOCOLAAN;192966,750;200973,179;19,739;12,1;1,4;0,4;6;39,9;10
1111;GEEL;AMOCOLAAN;192935,902;200990,976;19,768;12,4;0,3;3,4;9;31,8;25
1112;GEEL;AMOCOLAAN;192905,097;201008,548;19,804;10,7;-2,2;0,1;7;26,3;30
1113;GEEL;AMOCOLAAN;192874,481;201026,013;19,858;8,2;-1,2;2,0;10;38,3;30
1114;GEEL;AMOCOLAAN;192843,372;201043,833;19,886;9,8;3,5;0,7;5;21,6;25
1115;GEEL;AMOCOLAAN;192813,055;201061,163;19,937;11,2;3,2;2,4;6;25,9;25
1116;GEEL;AMOCOLAAN;192782,139;201078,862;19,969;11,2;2,8;0,2;10;30,4;10
1117;GEEL;AMOCOLAAN;192750,185;201097,083;19,968;9,4;0,9;3,9;9;34,2;25
1118;GEEL;STELEN;192582,527;201804,425;18,547;8,1;2,6;1,6;9;27,5;10
1119;GEEL;STELEN;192581,769;201791,342;18,527;10,6;1,8;0,8;5;29,0;25
1120;GEEL;STELEN;192580,671;201773,832;18,468;11,3;1,9;1,4;7;39,7;5
1121;GEEL;STELEN;192855,865;201604,760;23,385;11,0;0,9;1,0;9;40,0;20
1122;GEEL;STELEN;192808,888;201603,274;21,078;10,9;1,9;3,9;5;32,1;25
1123;GEEL;STELEN;192756,582;201617,649;19,008;10,7;1,5;1,1;9;38,1;30
1124;GEEL;STELEN;192727,822;201638,161;18,706;8,6;0,9;1,7;6;33,1;5
1125;GEEL;STELEN;192702,104;201653,268;18,730;9,2;-3,5;4,0;9;25,0;20
1126;GEEL;STELEN;192682,399;201666,438;18,760;12,3;-2,4;1,7;9;36,5;5
1127;GEEL;STELEN;192667,338;201676,162;18,617;12,6;-1,5;0,3;8;35,4;25
1128;GEEL;STELEN;192655,081;201684,091;18,599;11,3;-0,6;2,0;9;35,9;25
1129;GEEL;STELEN;192650,490;201695,110;18,582;11,2;0,4;3,0;7;22,1;15
1130;GEEL;STELEN;192632,488;201698,181;18,532;12,9;0,2;2,2;8;33,6;10
1131;GEEL;STELEN;192627,023;201711,907;18,510;8,9;-2,8;1,8;7;32,0;20
1132;GEEL;STELEN;192608,376;201716,927;18,457;12,6;2,4;0,3;6;37,4;25
1133;GEEL;STELEN;192595,000;201728,225;18,371;10,9;3,1;1,9;7;38,7;25
1134;GEEL;STELEN;192585,567;201736,064;18,331;12,0;-2,1;0,3;10;26,1;10
1135;GEEL;STELEN;192579,012;201756,062;18,292;10,3;-1,7;2,5;8;35,2;20
1136;GEEL;STELEN;192562,210;201767,072;18,453;10,2;0,8;3,1;8;38,1;20
1137;GEEL;STELEN;192540,712;201759,266;18,456;10,8;-1,9;1,1;6;21,3;30
1138;GEEL;STELEN;192518,820;201766,923;18,538;9,6;2,4;3,9;6;29,3;10
1139;GEEL;STELEN;192507,484;201768,811;18,699;12,8;0,1;3,1;9;37,4;10
1140;GEEL;STELEN;192443,744;201791,389;18,759;9,9;1,1;2,1;10;39,4;25
1141;GEEL;STELEN;192395,951;201804,784;18,853;8,6;-0,8;2,4;6;30,2;5
1142;GEEL;STELEN;192352,425;201808,287;18,923;12,1;0,5;0,2;6;27,2;20
1143;GEEL;STELEN;192303,606;201822,720;19,052;9,0;1,3;2,7;10;39,7;25
1144;GEEL;STELEN;192255,776;201859,878;19,141;12,1;-1,6;3,5;8;31,4;25
1145;GEEL;STELEN;192209,014;201896,539;19,402;11,6;-1,9;1,8;5;38,9;25
1146;GEEL;STELEN;192169,236;201925,469;19,300;8,3;0,3;3,7;7;26,8;10
1147;GEEL;STELEN;192133,195;201934,992;19,346;12,0;-1,9;3,0;5;26,4;20
1148;GEEL;STELEN;192728,592;201572,965;18,764;8,8;2,2;2,0;7;38,5;0
1149;GEEL;KONING-ALBERTSTRAAT;192862,487;202466,401;18,944;12,9;-0,6;2,7;8;30,9;10
1150;GEEL;KONING-ALBERTSTRAAT;192867,492;202279,075;19,116;9,0;3,1;0,8;10;20,3;15
1151;GEEL;KONING-ALBERTSTRAAT;192872,968;202082,194;19,040;8,9;0,1;2,2;8;28,1;5
1152;GEEL;KONING-ALBERTSTRAAT;192907,334;201999,372;19,682;11,1;3,1;2,0;8;32,3;25
1153;GEEL;KONING-ALBERTSTRAAT;192996,756;204385,631;21,081;8,4;-3,2;0,3;9;35,1;20
1154;GEEL;KONING-ALBERTSTRAAT;193000,875;204346,634;20,856;12,9;2,5;0,3;6;26,7;5
1155;GEEL;KONING-ALBERTSTRAAT;193003,456;204305,418;20,796;9,3;-2,7;0,4;7;32,1;5
1156;GEEL;KONING-ALBERTSTRAAT;192998,539;204253,884;20,684;10,7;0,6;0,4;10;30,3;25
1157;GEEL;KONING-ALBERTSTRAAT;192985,219;204209,907;20,661;8,7;3,6;0,7;9;22,5;15
1158;GEEL;KONING-ALBERTSTRAAT;192969,263;204156,705;20,663;10,7;-1,4;1,9;8;29,2;10
1159;GEEL;KONING-ALBERTSTRAAT;192955,572;204111,092;20,713;9,2;2,9;2,9;9;21,3;0
1160;GEEL;KONING-ALBERTSTRAAT;192934,087;204085,807;20,777;8,6;0,3;0,2;8;26,3;25
1161;GEEL;KONING-ALBERTSTRAAT;192942,298;204068,084;20,804;12,1;-1,9;2,3;9;25,3;10
1162;GEEL;KONING-ALBERTSTRAAT;192939,107;204057,997;20,837;10,0;0,7;3,7;5;29,5;10
1163;GEEL;KONING-ALBERTSTRAAT;192925,549;204015,213;20,917;8,2;-1,2;0,9;7;37,2;20
1164;GEEL;KONING-ALBERTSTRAAT;192912,246;203972,938;20,916;9,2;2,4;2,2;8;32,7;0
1165;GEEL;KONING-ALBERTSTRAAT;192898,186;203927,206;20,944;8,4;-2,2;3,1;9;28,7;20
1166;GEEL;KONING-ALBERTSTRAAT;192885,766;203886,959;20,908;11,0;-3,3;3,4;7;33,2;30
1167;GEEL;KONING-ALBERTSTRAAT;192874,494;203850,255;20,922;11,1;3,8;1,3;7;22,5;25
1168;GEEL;KONING-ALBERTSTRAAT;192861,854;203809,576;21,022;11,1;2,3;2,8;8;36,3;15
1169;GEEL;KONING-ALBERTSTRAAT;192848,510;203766,280;21,112;11,7;-1,2;3,3;7;21,3;0
1170;GEEL;KONING-ALBERTSTRAAT;192838,982;203727,874;21,161;8,6;1,4;4,0;5;24,1;10
1171;GEEL;KONING-ALBERTSTRAAT;192837,821;203693,320;21,210;8,3;1,6;3,6;7;22,4;0
1172;GEEL;KONING-ALBERTSTRAAT;192838,681;203652,415;21,259;8,2;0,5;1,9;9;34,3;15
1173;GEEL;KONING-ALBERTSTRAAT;192839,434;203612,953;21,321;10,0;3,9;0,8;6;32,9;15
1174;GEEL;KONING-ALBERTSTRAAT;192839,912;203581,343;21,347;13,0;-1,6;1,4;6;28,7;15
1175;GEEL;KONING-ALBERTSTRAAT;192839,425;203540,548;21,386;10,3;0,3;0,4;6;25,6;15
1176;GEEL;KONING-ALBERTSTRAAT;192829,079;203496,885;21,382;11,0;0,5;0,5;9;28,6;25
1177;GEEL;KONING-ALBERTSTRAAT;192817,389;203458,242;21,409;9,7;0,8;3,9;8;28,2;5
1178;GEEL;KONING-ALBERTSTRAAT;192803,870;203415,042;21,499;9,9;-0,2;1,2;7;34,2;15
1179;GEEL;KONING-ALBERTSTRAAT;192792,033;203376,330;21,578;9,5;-2,4;4,0;8;23,7;25
1180;GEEL;KONING-ALBERTSTRAAT;192781,123;203340,891;21,679;10,2;-2,4;1,0;9;21,7;30
1181;GEEL;KONING-ALBERTSTRAAT;192768,252;203297,145;21,758;11,2;-0,0;0,2;6;20,1;15
1182;GEEL;KONING-ALBERTSTRAAT;192763,487;203260,704;21,737;10,2;-0,8;0,9;10;22,3;30
1183;GEEL;KONING-ALBERTSTRAAT;192759,627;203222,769;21,677;12,4;-0,0;0,7;9;23,4;25
1184;GEEL;KONING-ALBERTSTRAAT;192756,050;203175,844;21,593;9,3;4,0;3,4;10;22,1;15
1185;GEEL;KONING-ALBERTSTRAAT;192751,396;203134,446;21,534;12,4;-2,9;3,7;5;38,3;30
1186;GEEL;KONING-ALBERTSTRAAT;192747,206;203098,033;21,438;8,9;-1,9;2,3;6;23,7;15
1187;GEEL;KONING-ALBERTSTRAAT;192739,024;203056,707;21,311;11,2;-1,4;2,1;7;27,2;20
1188;GEEL;KONING-ALBERTSTRAAT;192736,575;203020,022;21,425;9,7;-0,6;3,3;8;39,8;10
1189;GEEL;KONING-ALBERTSTRAAT;192742,161;202980,781;21,409;8,4;0,8;2,7;7;24,8;10
1190;GEEL;KONING-ALBERTSTRAAT;192752,937;202942,072;21,171;13,0;-0,7;2,6;10;39,7;0
1191;GEEL;KONING-ALBERTSTRAAT;192764,023;202902,523;20,903;12,8;0,5;1,2;8;32,9;5
1192;GEEL;KONING-ALBERTSTRAAT;192774,122;202866,627;20,684;8,2;2,1;0,2;6;25,7;20
1193;GEEL;KONING-ALBERTSTRAAT;192784,904;202828,344;20,442;9,4;2,7;1,2;6;27,4;10
1194;GEEL;KONING-ALBERTSTRAAT;192796,652;202786,941;20,222;10,2;-3,4;0,5;7;33,2;20
1195;GEEL;KONING-ALBERTSTRAAT;192807,875;202746,434;20,058;9,1;1,0;2,4;7;23,1;10
1196;GEEL;KONING-ALBERTSTRAAT;192819,925;202704,663;19,891;9,6;-1,4;1,0;7;31,7;0
1197;GEEL;KONING-ALBERTSTRAAT;192831,843;202665,421;19,737;10,7;1,8;0,5;7;21,5;5
1198;GEEL;KONING-ALBERTSTRAAT;192842,478;202630,286;19,639;10,0;0,4;0,7;8;33,5;15
1199;GEEL;KONING-ALBERTSTRAAT;192858,133;202585,406;19,396;11,5;-0,9;1,2;9;32,1;20
1200;GEEL;KONING-ALBERTSTRAAT;192871,219;202547,373;19,295;12,7;3,1;1,9;6;23,2;20
1201;GEEL;KONING-ALBERTSTRAAT;192887,520;202507,223;19,211;12,9;-0,0;1,8;10;20,9;10
1202;GEEL;KONING-ALBERTSTRAAT;192903,887;202469,931;19,306;11,2;0,1;2,1;6;22,1;0
1203;GEEL;KONING-ALBERTSTRAAT;192919,555;202434,103;19,573;11,2;-2,4;3,7;9;34,2;25
1204;GEEL;KONING-ALBERTSTRAAT;192935,130;202397,239;20,030;8,2;-4,0;3,2;7;25,2;30
1205;GEEL;KONING-ALBERTSTRAAT;192950,568;202361,000;20,626;10,3;-1,2;1,2;8;36,2;20
1206;GEEL;KONING-ALBERTSTRAAT;192965,865;202324,769;21,231;12,9;-3,0;0,7;9;38,0;15
1207;GEEL;KONING-ALBERTSTRAAT;192981,617;202287,601;21,904;10,3;1,4;3,3;8;25,6;15
1208;GEEL;KONING-ALBERTSTRAAT;192997,062;202251,087;22,500;11,6;0,7;3,9;8;29,5;25
1209;GEEL;KONING-ALBERTSTRAAT;193012,885;202214,411;23,180;12,0;-1,5;3,8;5;26,1;30
1210;GEEL;KONING-ALBERTSTRAAT;193026,162;202176,447;23,819;11,5;-1,6;0,5;6;34,3;15
1211;GEEL;KONING-ALBERTSTRAAT;193034,915;202136,928;24,339;11,7;-2,0;2,8;6;38,5;5
1212;GEEL;KONING-ALBERTSTRAAT;193039,528;202096,909;24,892;12,5;1,8;0,9;7;22,0;20
1213;GEEL;KONING-ALBERTSTRAAT;193038,779;202056,664;25,503;10,9;2,7;3,2;7;37,5;15
1214;GEEL;KONING-ALBERTSTRAAT;193034,570;202016,620;26,360;12,0;-1,3;2,7;6;24,9;5
1215;GEEL;KONING-ALBERTSTRAAT;193023,039;201971,213;27,590;9,3;-1,7;0,0;7;34,6;15
1216;GEEL;KONING-ALBERTSTRAAT;193011,837;201940,454;28,257;10,7;1,1;1,3;6;35,3;15
1217;GEEL;KONING-ALBERTSTRAAT;192956,577;201804,553;27,666;11,6;2,3;3,2;7;25,5;30
1218;GEEL;KONING-ALBERTSTRAAT;192939,104;201761,923;26,658;10,9;3,9;0,7;9;28,6;25
1219;GEEL;KONING-ALBERTSTRAAT;192923,264;201723,438;25,675;8,2;1,2;1,5;7;28,4;20
1220;GEEL;KONING-ALBERTSTRAAT;192906,995;201683,724;24,923;8,8;-0,3;3,3;10;37,0;30
1221;GEEL;KONING-ALBERTSTRAAT;192890,036;201642,538;24,092;8,5;2,0;1,9;7;24,2;20
1222;GEEL;KONING-ALBERTSTRAAT;192860,547;201606,859;23,445;11,8;0,9;0,2;9;37,1;10
1223;GEEL;KONING-ALBERTSTRAAT;192872,861;201600,953;23,445;10,3;0,9;2,8;7;20,3;20
1224;GEEL;KONING-ALBERTSTRAAT;192865,027;201583,622;23,129;10,0;3,9;3,5;10;30,7;0
1225;GEEL;KONING-ALBERTSTRAAT;192855,551;201558,739;22,598;10,5;-0,4;2,6;8;33,6;25
1226;GEEL;KONING-ALBERTSTRAAT;192838,625;201517,592;21,908;8,1;1,2;0,3;6;27,9;20
1227;GEEL;KONING-ALBERTSTRAAT;192821,784;201476,445;21,120;9,2;2,9;3,5;6;30,2;15
1228;GEEL;KONING-ALBERTSTRAAT;192804,874;201435,140;20,478;10,4;3,2;0,4;6;37,2;30
1229;GEEL;KONING-ALBERTSTRAAT;192787,759;201393,610;19,694;12,1;0,8;1,4;9;22,6;20
1230;GEEL;KONING-ALBERTSTRAAT;192771,175;201353,395;19,091;10,0;-3,8;1,6;8;33,5;25
1231;GEEL;KONING-ALBERTSTRAAT;192756,548;201312,284;18,599;12,7;-0,6;1,0;5;20,8;15
1232;GEEL;KONING-ALBERTSTRAAT;192751,961;201270,292;18,086;11,6;3,6;3,2;8;36,7;15
1233;GEEL;KONING-ALBERTSTRAAT;192745,101;201227,611;17,787;11,4;-2,1;0,3;7;22,9;15
1234;GEEL;KONING-ALBERTSTRAAT;192738,231;201185,246;18,104;8,8;2,0;3,6;6;37,8;25
1235;GEEL;KONING-ALBERTSTRAAT;192735,962;201130,628;19,879;8,4;2,3;1,7;9;27,7;0
1236;GEEL;STELENSEWEG;193265,139;205425,063;22,404;11,4;3,5;1,2;7;20,9;5
1236;GEEL;STELENSEWEG;193265,139;205425,063;22,404;10,3;3,4;0,9;9;35,4;15
1237;GEEL;STELENSEWEG;193259,499;205409,940;22,306;10,8;-0,5;0,9;9;32,7;20
1238;GEEL;STELENSEWEG;193246,984;205382,012;22,316;9,0;-2,9;1,5;9;21,9;25
1239;GEEL;STELENSEWEG;193228,554;205343,353;22,370;11,5;1,3;0,5;6;24,2;20
1240;GEEL;STELENSEWEG;193214,802;205314,823;22,431;11,9;2,2;2,7;9;20,5;5
1241;GEEL;STELENSEWEG;193196,636;205287,008;22,468;10,0;-3,9;2,7;7;24,5;5
1242;GEEL;STELENSEWEG;193177,115;205251,255;22,452;9,6;-0,9;2,6;7;39,2;15
1243;GEEL;STELENSEWEG;193159,718;205220,657;22,461;9,9;-2,8;2,3;9;30,4;15
1244;GEEL;STELENSEWEG;193141,791;205188,481;22,477;12,7;1,5;0,7;9;22,8;10
1245;GEEL;STELENSEWEG;193117,580;205144,960;22,463;12,9;-0,7;1,9;7;36,2;30
1246;GEEL;STELENSEWEG;193102,440;205117,414;22,455;10,1;1,9;0,9;5;25,7;10
1247;GEEL;STELENSEWEG;193080,145;205076,924;22,373;8,8;3,0;3,9;7;22,1;20
1248;GEEL;STELENSEWEG;193058,020;205037,123;22,300;8,8;-3,0;3,7;7;24,1;10
1249;GEEL;STELENSEWEG;193036,392;204998,561;22,278;12,4;-0,3;2,7;10;22,9;20
1250;GEEL;STELENSEWEG;193016,159;204962,113;22,222;9,4;0,9;0,5;7;37,2;10
1251;GEEL;STELENSEWEG;192999,381;204932,564;22,163;11,0;0,6;1,4;5;30,7;30
1252;GEEL;STELENSEWEG;192984,941;204901,523;22,245;9,0;3,4;1,9;8;22,8;15
1253;GEEL;STELENSEWEG;192979,555;204861,179;22,235;8,5;2,0;2,0;8;39,4;5
1254;GEEL;STELENSEWEG;192975,550;204822,340;22,192;8,2;-0,4;3,1;9;21,9;15
1255;GEEL;STELENSEWEG;192971,313;204777,225;22,086;8,7;2,9;1,2;8;36,4;25
1256;GEEL;STELENSEWEG;192968,142;204743,151;22,023;8,4;3,4;2,5;5;32,6;30
1257;GEEL;STELENSEWEG;192965,458;204711,257;21,962;10,2;-2,3;2,4;10;23,4;10
1258;GEEL;STELENSEWEG;192960,233;204658,093;21,818;10,4;-1,8;2,6;7;28,0;25
1259;GEEL;STELENSEWEG;192957,537;204623,051;21,748;11,7;-1,5;2,6;5;24,7;15
1260;GEEL;STELENSEWEG;192960,379;204586,331;21,649;12,8;1,9;3,6;10;20,7;25
1261;GEEL;STELENSEWEG;192968,197;204543,176;21,502;10,9;-1,1;3,4;5;32,8;15
1262;GEEL;STELENSEWEG;192983,865;204487,447;21,492;10,7;0,8;1,2;8;29,3;10
1263;GEEL;CIPALSTRAAT;193776,696;204850,592;21,012;12,4;0,2;0,6;10;35,2;30
1264;GEEL;CIPALSTRAAT;193835,634;204890,405;21,067;12,8;-2,8;2,6;7;21,6;30
1265;GEEL;CIPALSTRAAT;193866,798;204904,802;21,179;9,3;2,0;3,8;10;33,0;25
1266;GEEL;CIPALSTRAAT;193899,801;204916,606;21,353;8,8;-1,6;0,6;7;27,3;20
1267;GEEL;CIPALSTRAAT;193931,358;204931,532;21,454;11,4;3,3;2,2;9;25,9;30
1268;GEEL;CIPALSTRAAT;193963,806;204947,026;21,624;10,9;-2,1;2,7;9;31,2;20
1269;GEEL;CIPALSTRAAT;193995,189;204962,068;21,750;10,4;-3,3;0,9;9;36,7;10
1270;GEEL;WINKELOM;193839,018;204725,823;21,232;11,0;2,1;2,3;9;29,7;5
1271;GEEL;WINKELOM;193807,343;204757,728;21,067;8,8;-4,0;1,0;10;23,7;0
1272;GEEL;WINKELOM;193780,279;204780,999;20,994;11,7;2,1;2,1;5;27,6;5
1273;GEEL;WATERSTRAAT;193277,286;205413,562;22,161;10,9;-0,8;3,4;6;21,1;15
1274;GEEL;WATERSTRAAT;193296,113;205393,885;22,258;10,4;1,4;2,0;9;36,4;5
1275;GEEL;WATERSTRAAT;193316,270;205375,770;22,167;11,0;1,6;2,6;10;29,8;30
1276;GEEL;WATERSTRAAT;193336,894;205357,131;22,125;8,2;1,3;1,2;7;33,4;20
1277;GEEL;WATERSTRAAT;193356,016;205339,623;22,124;10,2;-2,1;1,4;6;37,1;30
1278;GEEL;WATERSTRAAT;193383,372;205328,656;22,115;12,7;2,0;0,8;7;22,4;5
1278;GEEL;WATERSTRAAT;193383,372;205328,656;22,115;11,0;3,2;3,7;7;29,2;0
1279;GEEL;WATERSTRAAT;193404,747;205305,491;22,136;11,7;-3,9;0,2;10;36,4;15
1280;GEEL;WATERSTRAAT;193420,467;205279,148;22,133;12,5;1,2;0,2;9;23,1;5
1281;GEEL;WATERSTRAAT;193437,535;205253,123;22,076;8,2;-3,3;0,8;9;26,2;0
1282;GEEL;WATERSTRAAT;193454,756;205227,084;22,060;10,1;2,5;1,4;5;33,4;20
1283;GEEL;WATERSTRAAT;193470,527;205204,704;21,993;12,8;-0,5;2,3;8;34,6;10
1284;GEEL;WATERSTRAAT;193486,023;205182,473;22,008;12,5;0,5;3,4;6;38,9;5
1285;GEEL;WATERSTRAAT;193502,959;205159,892;21,935;11,7;0,5;0,1;7;27,3;5
1286;GEEL;WATERSTRAAT;193521,193;205146,677;21,884;8,6;-0,7;1,3;9;24,6;5
1287;GEEL;WATERSTRAAT;193550,342;205131,224;21,885;12,8;1,1;1,0;8;24,0;5
1288;GEEL;WATERSTRAAT;193573,487;205117,200;21,889;9,1;-2,2;2,6;8;26,4;15
1289;GEEL;WATERSTRAAT;193606,214;205099,801;21,847;12,8;-1,3;2,4;8;26,8;10
1290;GEEL;WATERSTRAAT;193632,116;205085,601;21,779;9,8;3,0;3,3;9;25,7;25
1291;GEEL;WATERSTRAAT;193660,106;205075,744;21,783;9,6;-1,6;3,6;10;21,9;15
1292;GEEL;WATERSTRAAT;193688,444;205074,454;21,812;10,4;1,3;3,5;6;37,2;20
1293;GEEL;WATERSTRAAT;193702,603;205061,532;21,794;9,6;-1,0;1,6;8;20,6;5
1294;GEEL;WATERSTRAAT;193714,616;205084,115;21,739;8,6;3,9;0,6;8;25,7;10
1295;GEEL;FEHRENBACHSTRAAT;193716,620;205421,988;22,060;12,2;-3,0;0,9;9;36,4;25
1296;GEEL;FEHRENBACHSTRAAT;193688,595;205412,678;22,083;8,5;-0,9;0,6;8;30,8;5
1297;GEEL;FEHRENBACHSTRAAT;193659,182;205405,146;22,065;10,4;3,8;2,8;10;28,5;25
